date,country,valence_intensity,anger_intensity,fear_intensity,sadness_intensity,joy_intensity,daily_confirmed_cases,daily_deaths,confirmed_cases,deaths,cumulative_confirmed_cases_rate,cumulative_deaths_rate
2020-02-07,Singapore,0.4304889807162529,0.43955922865013775,0.5111900826446292,0.4453112947658404,0.2750757575757577,2,0,30,0,0.0005168543623283462,0.0
2020-02-08,Brazil,0.4539444444444446,0.41808333333333336,0.4868425925925926,0.4239259259259257,0.2946388888888889,0,0,0,0,0.0,0.0
2020-02-08,India,0.43494045174537976,0.4469418206707729,0.5124729637234771,0.4416338124572203,0.2778651608487337,0,0,3,0,2.1955218210732908e-07,0.0
2020-02-08,Singapore,0.4422959697732989,0.4354647355163732,0.5228375314861465,0.43871032745591854,0.2875856423173805,3,0,33,0,0.0005685397985611808,0.0
2020-02-09,Brazil,0.4616744186046511,0.4080348837209302,0.4751046511627906,0.4154767441860466,0.3132790697674418,0,0,0,0,0.0,0.0
2020-02-09,India,0.43506133540372666,0.4481894409937892,0.5086692546583857,0.4376405279503108,0.2812911490683229,0,0,3,0,2.1955218210732908e-07,0.0
2020-02-09,Singapore,0.4507596153846153,0.4283057692307685,0.5026096153846149,0.4340923076923083,0.2971480769230771,7,0,40,0,0.0006891391497711282,0.0
2020-02-10,Brazil,0.4710576923076923,0.4062500000000001,0.4564615384615385,0.4012115384615385,0.3081923076923076,0,0,0,0,0.0,0.0
2020-02-10,India,0.43802282333051545,0.443363482671175,0.5102544378698218,0.43572950126796295,0.27781487743026195,0,0,3,0,2.1955218210732908e-07,0.0
2020-02-10,Singapore,0.44395144157814864,0.4325022761760252,0.5288922610015176,0.4442943854324739,0.2884066767830046,3,0,43,0,0.0007408245860039629,0.0
2020-02-11,Brazil,0.4481896551724139,0.4291379310344827,0.4488448275862069,0.4075862068965517,0.2934655172413793,0,0,0,0,0.0,0.0
2020-02-11,India,0.4420829361296472,0.4412545281220212,0.5040285986653958,0.4301849380362252,0.2847121067683506,0,0,3,0,2.1955218210732908e-07,0.0
2020-02-11,Singapore,0.4444056074766359,0.4311570093457948,0.5063383177570094,0.43308598130841097,0.2878691588785046,2,0,45,0,0.0007752815434925193,0.0
2020-02-12,Brazil,0.4555853658536586,0.4083536585365853,0.43513414634146347,0.38860975609756104,0.30606097560975604,0,0,0,0,0.0,0.0
2020-02-12,India,0.44910745891276893,0.43799367888748375,0.4802048040455124,0.41393362831858377,0.3001731984829327,0,0,3,0,2.1955218210732908e-07,0.0
2020-02-12,Singapore,0.4531792114695334,0.4260734767025087,0.4672258064516135,0.4152956989247312,0.2982903225806454,2,0,47,0,0.0008097385009810758,0.0
2020-02-13,Brazil,0.465981818181818,0.4074909090909091,0.4444545454545456,0.40147272727272737,0.3100363636363636,0,0,0,0,0.0,0.0
2020-02-13,India,0.4513574938574943,0.4396762899262897,0.4845700245700241,0.42016400491400496,0.3008574938574932,0,0,3,0,2.1955218210732908e-07,0.0
2020-02-13,Singapore,0.4640862865947611,0.4161956856702622,0.4770523882896763,0.4141664098613255,0.30077349768875217,3,0,50,0,0.0008614239372139104,0.0
2020-02-14,Brazil,0.4712727272727272,0.4155974025974026,0.4664025974025977,0.3946103896103895,0.3137142857142857,0,0,0,0,0.0,0.0
2020-02-14,India,0.4651929238985316,0.43068825100133457,0.4749072096128173,0.4138678237650197,0.3111869158878501,0,0,3,0,2.1955218210732908e-07,0.0
2020-02-14,Singapore,0.4611027131782946,0.41857170542635697,0.4673410852713181,0.4210096899224807,0.3031279069767442,8,0,58,0,0.000999251767168136,0.0
2020-02-15,Brazil,0.4681123595505616,0.4129325842696629,0.4418202247191013,0.3891011235955056,0.32388764044943835,0,0,0,0,0.0,0.0
2020-02-15,India,0.4568030303030298,0.4354714795008914,0.4801229946524062,0.4150026737967912,0.30466310160427845,0,0,3,0,2.1955218210732908e-07,0.0
2020-02-15,Singapore,0.470561484918793,0.4107563805104409,0.467013921113689,0.4082969837587009,0.3103178654292341,9,0,67,0,0.00115430807586664,0.0
2020-02-16,Brazil,0.456,0.4332972972972973,0.4665675675675676,0.40810810810810816,0.3185405405405406,0,0,0,0,0.0,0.0
2020-02-16,India,0.4510420168067221,0.4401319327731091,0.4792268907563035,0.4166638655462184,0.3046655462184875,0,0,3,0,2.1955218210732908e-07,0.0
2020-02-16,Philippines,0.5,0.348,0.445,0.39799999999999996,0.354,0,0,3,1,2.7747814762470103e-06,9.249271587490036e-07
2020-02-16,Singapore,0.4662014134275618,0.41630742049469976,0.4651766784452296,0.4099045936395763,0.3095123674911663,5,0,72,0,0.0012404504695880311,0.0
2020-02-17,Australia,0.311,0.5479999999999999,0.602,0.547,0.23800000000000002,0,0,15,0,5.951625190452004e-05,0.0
2020-02-17,Brazil,0.4739464285714288,0.4035357142857143,0.4283214285714285,0.3790178571428571,0.316625,0,0,0,0,0.0,0.0
2020-02-17,Canada,0.331,0.531,0.556,0.4320000000000001,0.20600000000000002,0,0,8,0,2.1384063174082475e-05,0.0
2020-02-17,India,0.473120901639345,0.4263210382513665,0.467339480874317,0.4095362021857916,0.3196571038251365,0,0,3,0,2.1955218210732908e-07,0.0
2020-02-17,Philippines,0.47100000000000003,0.446,0.41200000000000003,0.413,0.315,0,0,3,1,2.7747814762470103e-06,9.249271587490036e-07
2020-02-17,Singapore,0.4674617169373549,0.4198607888631091,0.4567099767981442,0.4096380510440839,0.3058027842227379,3,0,75,0,0.0012921359058208654,0.0
2020-02-18,Brazil,0.4458434782608695,0.4200869565217392,0.460086956521739,0.415617391304348,0.3011565217391304,0,0,0,0,0.0,0.0
2020-02-18,India,0.4566344663088852,0.4337185450208701,0.4913714967203336,0.422016100178892,0.3047555158020284,0,0,3,0,2.1955218210732908e-07,0.0
2020-02-18,Singapore,0.4666687499999996,0.4163416666666664,0.4619333333333342,0.4117062499999997,0.3076312500000001,2,0,77,0,0.0013265928633094221,0.0
2020-02-19,Brazil,0.4674507042253519,0.411225352112676,0.43822535211267605,0.3850000000000001,0.3115915492957747,0,0,0,0,0.0,0.0
2020-02-19,India,0.4582939370683044,0.4314512663085184,0.482783576362241,0.4142647735993861,0.3055410590943973,0,0,3,0,2.1955218210732908e-07,0.0
2020-02-19,Singapore,0.4898848039215686,0.4061666666666666,0.4361470588235297,0.3966568627450979,0.3315245098039216,4,0,81,0,0.0013955067782865347,0.0
2020-02-20,Brazil,0.4393030303030303,0.4296060606060607,0.4797878787878788,0.4152424242424244,0.2859090909090909,0,0,0,0,0.0,0.0
2020-02-20,India,0.45472336265884705,0.436921798631476,0.4847663734115348,0.4232961876832849,0.29608504398827024,0,0,3,0,2.1955218210732908e-07,0.0
2020-02-20,Singapore,0.4671215469613257,0.4111795580110498,0.4718618784530384,0.4145276243093925,0.30361878453038665,3,0,84,0,0.0014471922145193696,0.0
2020-02-21,Brazil,0.450611111111111,0.4261851851851853,0.4591666666666666,0.4047037037037037,0.30129629629629623,0,0,0,0,0.0,0.0
2020-02-21,India,0.44793883792048894,0.43335881753313016,0.4997013251783893,0.43008868501529135,0.28720591233435244,0,0,3,0,2.1955218210732908e-07,0.0
2020-02-21,Singapore,0.4631686182669793,0.41757611241217774,0.4816276346604218,0.42288056206089003,0.3015128805620609,1,0,85,0,0.0014644206932636474,0.0
2020-02-22,Brazil,0.4514821428571429,0.4281071428571429,0.4735892857142857,0.4042142857142857,0.29369642857142864,0,0,0,0,0.0,0.0
2020-02-22,India,0.44365402843601937,0.4419601895734599,0.5099952606635074,0.4334938388625587,0.2815042654028437,0,0,3,0,2.1955218210732908e-07,0.0
2020-02-22,Singapore,0.4606434108527133,0.4186718346253232,0.4882790697674415,0.4258475452196378,0.3015891472868214,1,0,86,0,0.0014816491720079255,0.0
2020-02-23,Brazil,0.4423448275862069,0.43577586206896535,0.4740517241379311,0.4132413793103447,0.2877586206896552,0,0,0,0,0.0,0.0
2020-02-23,India,0.4380400400400396,0.4446366366366367,0.5106166166166168,0.4348328328328329,0.2804284284284285,0,0,3,0,2.1955218210732908e-07,0.0
2020-02-23,Singapore,0.4637879656160454,0.4184097421203437,0.4696131805157591,0.4198796561604588,0.3002148997134674,3,0,89,0,0.0015333346082407606,0.0
2020-02-24,Brazil,0.4472413793103448,0.4322327586206897,0.4765344827586209,0.4118189655172413,0.2850344827586205,0,0,0,0,0.0,0.0
2020-02-24,India,0.4465202863961816,0.43877008750994495,0.5029172633253782,0.4283699284009552,0.28439061256961023,0,0,3,0,2.1955218210732908e-07,0.0
2020-02-24,Singapore,0.4617131474103584,0.4184043824701197,0.4827111553784857,0.420872509960159,0.2935139442231075,0,0,89,0,0.0015333346082407606,0.0
2020-02-25,Brazil,0.4522933333333334,0.41608666666666655,0.4614133333333333,0.40510666666666667,0.2925266666666668,0,0,0,0,0.0,0.0
2020-02-25,Germany,0.402,0.493,0.469,0.446,0.21899999999999997,0,0,15,0,1.806810671645369e-05,0.0
2020-02-25,India,0.4398012422360249,0.4463655723158837,0.5057648624667256,0.4317213842058559,0.2789937888198757,0,0,3,0,2.1955218210732908e-07,0.0
2020-02-25,Italy,0.502,0.413,0.369,0.353,0.35600000000000004,97,4,229,6,0.0003793931783383527,9.940432620218847e-06
2020-02-25,Singapore,0.4721138519924091,0.41094117647058814,0.4673870967741934,0.4090265654648956,0.30290891840607204,1,0,90,0,0.0015505630869850386,0.0
2020-02-26,Brazil,0.4750749999999999,0.4069656249999999,0.4439500000000001,0.3929687499999999,0.3236250000000001,1,0,1,0,4.7382244922339756e-07,0.0
2020-02-26,India,0.4494393368500379,0.4363172569706112,0.4986706857573474,0.4250866616428027,0.28937452901281113,0,0,3,0,2.1955218210732908e-07,0.0
2020-02-26,Nigeria,0.534,0.335,0.37799999999999995,0.376,0.376,0,0,0,0,0.0,0.0
2020-02-26,Singapore,0.4667943925233642,0.4163457943925232,0.4695383177570096,0.41647663551401853,0.2946056074766358,1,0,91,0,0.0015677915657293167,0.0
2020-02-27,Brazil,0.4544117647058827,0.4138758169934638,0.4510555555555557,0.4009281045751637,0.2953235294117648,0,0,1,0,4.7382244922339756e-07,0.0
2020-02-27,India,0.4609963861641717,0.4321037687145074,0.4909050077439333,0.4243557046979862,0.2995188435725345,0,0,3,0,2.1955218210732908e-07,0.0
2020-02-27,Singapore,0.46071647509578495,0.4220689655172413,0.4681609195402302,0.4165191570881229,0.2919865900383141,2,0,93,0,0.001602248523217873,0.0
2020-02-28,Brazil,0.4479915254237292,0.4252401129943504,0.45286440677966106,0.4056497175141241,0.29123446327683605,0,0,1,0,4.7382244922339756e-07,0.0
2020-02-28,China,0.534,0.363,0.39399999999999996,0.311,0.386,329,44,78927,2790,0.0055048052534273076,0.0001945900218817665
2020-02-28,India,0.4437578059071736,0.4427873417721519,0.4960012658227842,0.4277902953586493,0.2848219409282697,0,0,3,0,2.1955218210732908e-07,0.0
2020-02-28,Singapore,0.4664865293185419,0.4266196513470676,0.4621822503961964,0.4146782884310623,0.2983771790808242,3,0,96,0,0.001653933959450708,0.0
2020-02-29,Brazil,0.44758169934640535,0.42888235294117655,0.4494019607843136,0.4032254901960785,0.29276143790849674,0,0,1,0,4.7382244922339756e-07,0.0
2020-02-29,Canada,0.349,0.5660000000000001,0.562,0.542,0.20600000000000002,2,0,16,0,4.276812634816495e-05,0.0
2020-02-29,India,0.4419820010587611,0.4407517204870304,0.4921752249867653,0.4248782424563255,0.2812223398623612,0,0,3,0,2.1955218210732908e-07,0.0
2020-02-29,Singapore,0.4686026666666671,0.4172693333333333,0.4704960000000002,0.4115493333333338,0.30386666666666684,2,0,98,0,0.0016883909169392642,0.0
2020-03-01,Brazil,0.4525267489711938,0.413477366255144,0.455897119341564,0.4061646090534979,0.29308641975308625,1,0,2,0,9.476448984467951e-07,0.0
2020-03-01,Canada,0.57,0.34600000000000003,0.363,0.365,0.4,4,0,20,0,5.3460157935206186e-05,0.0
2020-03-01,India,0.4389031465093413,0.444607177974435,0.4962654867256626,0.4301651917404136,0.279300393313668,0,0,3,0,2.1955218210732908e-07,0.0
2020-03-01,Singapore,0.4534816901408449,0.42669295774647936,0.4805661971830987,0.42399436619718334,0.2882366197183098,4,0,102,0,0.001757304831916377,0.0
2020-03-02,Brazil,0.4572064220183484,0.4107477064220185,0.4449495412844037,0.3996100917431192,0.30139449541284385,0,0,2,0,9.476448984467951e-07,0.0
2020-03-02,India,0.4539580819307719,0.43326897427754796,0.4939002858050184,0.4223416957764359,0.2931114639568124,0,0,3,0,2.1955218210732908e-07,0.0
2020-03-02,Singapore,0.4640251572327045,0.4190838574423487,0.4728134171907755,0.4155387840670859,0.2984234800838573,4,0,106,0,0.0018262187468934894,0.0
2020-03-02,Thailand,0.4270000000000001,0.484,0.41700000000000004,0.40399999999999997,0.27,1,0,43,1,6.175891013390612e-05,1.4362537240443282e-06
2020-03-03,Brazil,0.4468176795580109,0.4279944751381214,0.4427016574585637,0.4021049723756909,0.2895027624309393,0,0,2,0,9.476448984467951e-07,0.0
2020-03-03,India,0.4506105626850936,0.4338739717012154,0.4891043106284981,0.42052122408686976,0.2877280355380051,2,0,5,0,3.6592030351221525e-07,0.0
2020-03-03,Singapore,0.4546638795986624,0.4320936454849493,0.4708561872909701,0.4218511705685621,0.2895083612040136,2,0,108,0,0.0018606757043820464,0.0
2020-03-03,Spain,0.376,0.5579999999999999,0.637,0.48200000000000004,0.23800000000000002,56,0,192,0,0.00040905842845717215,0.0
2020-03-04,Brazil,0.4606770186335406,0.4129751552795029,0.4357639751552796,0.3956894409937888,0.3018633540372669,0,0,2,0,9.476448984467951e-07,0.0
2020-03-04,India,0.4541447534153665,0.4335664179827529,0.4857521557988553,0.4177879081484358,0.2916321092917368,1,0,6,0,4.3910436421465817e-07,0.0
2020-03-04,Singapore,0.4513643659711077,0.4308410914927767,0.4750417335473516,0.422459069020867,0.2878539325842697,2,0,110,0,0.0018951326618706031,0.0
2020-03-05,Brazil,0.4573664596273292,0.40972049689440976,0.4284223602484473,0.39428571428571424,0.3023975155279505,1,0,3,0,1.4214673476701931e-06,0.0
2020-03-05,India,0.4507504747837113,0.4365200464232965,0.4851359991559391,0.4188622072167112,0.2901749314201332,22,0,28,0,2.049153699668405e-06,0.0
2020-03-05,Singapore,0.4673076923076924,0.4149615384615386,0.46798076923077,0.40986188811188795,0.29913111888111865,2,0,112,0,0.001929589619359159,0.0
2020-03-06,Brazil,0.4514012738853506,0.4228216560509556,0.4401273885350318,0.4009363057324841,0.2912420382165605,5,0,8,0,3.790579593787181e-06,0.0
2020-03-06,India,0.4532805540467137,0.4328900054318301,0.4781351167843561,0.4162901955458992,0.2933397609994578,1,0,29,0,2.122337760370848e-06,0.0
2020-03-06,Singapore,0.4613265306122454,0.4191664050235479,0.4675557299843012,0.41025588697017257,0.2923610675039244,5,0,117,0,0.00201573201308055,0.0
2020-03-07,Brazil,0.4461465968586386,0.4200680628272251,0.4359267015706809,0.39531937172774895,0.2838062827225131,5,0,13,0,6.159691839904171e-06,0.0
2020-03-07,India,0.4540205600850762,0.4323998582063097,0.47457568238213504,0.4172986529599431,0.2947133995037216,2,0,31,0,2.2687058817757344e-06,0.0
2020-03-07,Lebanon,0.5720000000000001,0.33299999999999996,0.424,0.33399999999999996,0.373,6,0,22,0,0.0003209004349513668,0.0
2020-03-07,Singapore,0.4560584795321641,0.422575048732944,0.4621910331384017,0.4126432748538012,0.2967524366471737,13,0,130,0,0.0022397022367561673,0.0
2020-03-08,Brazil,0.44468156424581,0.42489385474860303,0.4300782122905029,0.39997206703910604,0.29311173184357525,0,0,13,0,6.159691839904171e-06,0.0
2020-03-08,India,0.4556524267501674,0.4328271080295239,0.4731028852605675,0.417410199060615,0.2957673898456717,3,0,34,0,2.488258063883064e-06,0.0
2020-03-08,Singapore,0.4593325635103923,0.4239999999999997,0.4622540415704385,0.4123695150115478,0.2963348729792147,8,0,138,0,0.0023775300667103925,0.0
2020-03-09,Brazil,0.4289041916167665,0.4505508982035927,0.4547365269461077,0.4192754491017964,0.2771317365269461,12,0,25,0,1.1845561230584942e-05,0.0
2020-03-09,Canada,0.4035,0.459,0.429,0.4320000000000001,0.229,5,0,62,0,0.00016572648959913916,0.0
2020-03-09,Singapore,0.4600359820089951,0.4206701649175414,0.4618530734632689,0.408839580209895,0.29250374812593705,12,0,150,0,0.002584271811641731,0.0
2020-03-10,Brazil,0.43236551724137934,0.43308965517241377,0.4561620689655176,0.4148620689655175,0.2806275862068963,0,0,25,0,1.1845561230584942e-05,0.0
2020-03-10,Canada,0.4165,0.537,0.4565,0.4385,0.28800000000000003,15,1,77,1,0.00020582160805054383,2.6730078967603094e-06
2020-03-10,India,0.463371179643201,0.43079352786613134,0.4645625777900694,0.41528363988383465,0.3052707785921733,10,0,44,0,3.2200986709074937e-06,0.0
2020-03-10,Singapore,0.4574557907845581,0.4251170610211707,0.4657422166874223,0.41458655043586495,0.29043586550435835,10,0,160,0,0.0027565565990845128,0.0
2020-03-10,Taiwan,0.47700000000000004,0.40399999999999997,0.51,0.376,0.311,0,0,45,1,0.00018928335680657276,4.206296817923839e-06
2020-03-11,Brazil,0.4432332268370604,0.42877316293929735,0.4436773162939296,0.40688498402555934,0.2905143769968051,9,0,34,0,1.610996327359552e-05,0.0
2020-03-11,Canada,0.491,0.366,0.48100000000000004,0.391,0.34600000000000003,16,0,93,1,0.00024858973439870874,2.6730078967603094e-06
2020-03-11,India,0.4570132577782525,0.4351036031219932,0.4711837912969099,0.4177728001710669,0.3014569656794609,6,0,50,0,3.659203035122152e-06,0.0
2020-03-11,Singapore,0.457648737650933,0.4260559824368826,0.4589374313940726,0.4148474204171243,0.2931218441273323,6,0,166,0,0.0028599274715501825,0.0
2020-03-12,Brazil,0.4501433224755707,0.4198794788273619,0.41327470141150857,0.39306297502714427,0.3089424538545059,18,0,52,0,2.4638767359616683e-05,0.0
2020-03-12,India,0.4554966614999445,0.4366777155121031,0.4682148563252637,0.4170859067604609,0.30239817574818123,23,0,73,0,5.342436431278341e-06,0.0
2020-03-12,Netherlands,0.41100000000000003,0.45799999999999996,0.502,0.426,0.204,121,1,503,5,0.002910515309918093,2.893156371687965e-05
2020-03-12,Singapore,0.4631788810086685,0.4254089834515365,0.4510173364854213,0.40915918045705296,0.3036958234830582,12,0,178,0,0.0030666692164815212,0.0
2020-03-13,Brazil,0.4618719475878484,0.41836152471709337,0.4038832638475284,0.39061465157832,0.3196098868374031,25,0,77,0,3.6484328590201616e-05,0.0
2020-03-13,Canada,0.4320000000000001,0.496,0.536,0.451,0.308,35,0,138,1,0.00036887508975292266,2.6730078967603094e-06
2020-03-13,India,0.4583629926222549,0.4354991658324995,0.4660400771141502,0.4152577021465874,0.30364090015942136,2,1,75,1,5.488804552683228e-06,7.318406070244304e-08
2020-03-13,Norway,0.385,0.465,0.5589999999999999,0.47100000000000003,0.263,132,1,621,1,0.011654941657726832,1.876802199311889e-05
2020-03-13,Singapore,0.4648336741649628,0.42548738922972096,0.4469025221540549,0.4064512610770277,0.3018513974096796,9,0,187,0,0.003221725525180025,0.0
2020-03-14,Brazil,0.4558550724637679,0.4247294685990338,0.4099979296066247,0.3922477570738438,0.31403243616287113,21,0,98,0,4.643460002389298e-05,0.0
2020-03-14,Canada,0.4800000000000001,0.4605,0.43799999999999994,0.3955,0.345,38,0,176,1,0.0004704493898298144,2.6730078967603094e-06
2020-03-14,India,0.4584103616813392,0.437087311827958,0.4635714565004908,0.4159662561094806,0.3041447116324529,8,1,83,2,6.074277038302772e-06,1.4636812140488608e-07
2020-03-14,Pakistan,0.44,0.415,0.54,0.409,0.24,0,0,21,0,9.696843562443566e-06,0.0
2020-03-14,Singapore,0.4696235955056189,0.4210795880149816,0.4376872659176033,0.4009222846441952,0.3115955056179772,13,0,200,0,0.003445695748855641,0.0
2020-03-15,Brazil,0.455957409050577,0.4270239574090498,0.4136850044365574,0.3947781721384203,0.3122227151730264,23,0,121,0,5.733251635603111e-05,0.0
2020-03-15,Canada,0.5103333333333333,0.38633333333333336,0.3293333333333333,0.3666666666666667,0.34,68,0,244,1,0.0006522139268095153,2.6730078967603094e-06
2020-03-15,India,0.4642242134607728,0.43307252533297735,0.4524413027125115,0.4095040488517175,0.30827240143368856,7,0,90,2,6.586565463219872e-06,1.4636812140488608e-07
2020-03-15,Kenya,0.435,0.363,0.39,0.366,0.235,0,0,1,0,1.9020820703904648e-06,0.0
2020-03-15,Netherlands,0.344,0.578,0.424,0.45899999999999996,0.27399999999999997,155,7,959,12,0.005549073920897517,6.943575292051116e-05
2020-03-15,Nigeria,0.462,0.408,0.583,0.44799999999999995,0.336,0,0,2,0,9.952050869629363e-07,0.0
2020-03-15,Philippines,0.444,0.312,0.36200000000000004,0.441,0.284,47,0,111,6,0.00010266691462113936,5.5495629524940214e-06
2020-03-15,Singapore,0.4664538943598917,0.4217090420769918,0.4456893464637422,0.4089534467323187,0.3032784243509402,14,0,214,0,0.003686894451275536,0.0
2020-03-16,Brazil,0.4692729241877255,0.4108664259927799,0.4020375451263543,0.38473935018050537,0.32046281588447695,79,0,200,0,9.476448984467954e-05,0.0
2020-03-16,Canada,0.413,0.5429999999999999,0.522,0.503,0.28,60,0,304,1,0.000812594400615134,2.6730078967603094e-06
2020-03-16,India,0.4633565192397534,0.433267955304852,0.4552247332303373,0.41054320411022976,0.3078798189199861,3,0,93,2,6.806117645327201e-06,1.4636812140488608e-07
2020-03-16,Italy,0.377,0.546,0.57,0.547,0.20800000000000002,2823,370,23980,1811,0.039728595705474656,0.0030003539125360553
2020-03-16,Nigeria,0.518,0.389,0.33899999999999997,0.3670000000000001,0.35100000000000003,0,0,2,0,9.952050869629363e-07,0.0
2020-03-16,Pakistan,0.679,0.36,0.376,0.35200000000000004,0.45899999999999996,1,0,31,0,1.431438811598812e-05,0.0
2020-03-16,Singapore,0.463746546961325,0.4228701657458563,0.4438964088397793,0.4083715469613262,0.30382803867403296,12,0,226,0,0.0038936361962068735,0.0
2020-03-17,Brazil,0.4560586854460093,0.4190688575899849,0.4066048513302036,0.3941306729264477,0.3121682316118939,34,0,234,0,0.00011087445311827505,0.0
2020-03-17,Canada,0.419,0.4626666666666666,0.4613333333333333,0.411,0.2976666666666667,120,3,424,4,0.001133355348226371,1.0692031587041238e-05
