date_stamp,country_region,valence_intensity,anger_intensity,fear_intensity,sadness_intensity,joy_intensity
2020-02-07,United States,0.4320861223619705,0.44815732253250895,0.5093756128757154,0.44009347687060446,0.2791619057770212
2020-02-08,Brazil,0.4539444444444446,0.41808333333333336,0.4868425925925926,0.4239259259259257,0.2946388888888889
2020-02-08,India,0.43494045174537976,0.446941820670773,0.5124729637234771,0.4416338124572203,0.2778651608487337
2020-02-08,Singapore,0.4422959697732989,0.43546473551637316,0.5228375314861465,0.43871032745591854,0.28758564231738054
2020-02-08,United States,0.43917706616435237,0.44381798916882326,0.4963948669649152,0.4308418883918059,0.2868368259948205
2020-02-09,Brazil,0.4616744186046511,0.4080348837209302,0.47510465116279055,0.41547674418604663,0.3132790697674418
2020-02-09,India,0.43506133540372666,0.4481894409937892,0.5086692546583857,0.4376405279503108,0.28129114906832287
2020-02-09,Singapore,0.4507596153846153,0.42830576923076846,0.5026096153846149,0.4340923076923083,0.2971480769230771
2020-02-09,United States,0.43789463713203214,0.44384829495773787,0.49831769163509143,0.4326757505100557,0.2849731856601572
2020-02-10,Brazil,0.47105769230769234,0.40625000000000006,0.45646153846153853,0.40121153846153845,0.3081923076923076
2020-02-10,India,0.43802282333051545,0.443363482671175,0.5102544378698218,0.43572950126796295,0.277814877430262
2020-02-10,Singapore,0.44395144157814864,0.43250227617602516,0.5288922610015176,0.4442943854324739,0.2884066767830046
2020-02-10,United States,0.4338168394596307,0.44619101476594497,0.5011344643418135,0.43537417530631284,0.28102026390198087
2020-02-11,Brazil,0.4481896551724139,0.4291379310344827,0.4488448275862069,0.40758620689655173,0.2934655172413793
2020-02-11,India,0.4420829361296472,0.4412545281220212,0.5040285986653958,0.43018493803622515,0.2847121067683506
2020-02-11,Singapore,0.4444056074766359,0.43115700934579476,0.5063383177570094,0.43308598130841097,0.2878691588785046
2020-02-11,United States,0.44270907877169713,0.4444543391188282,0.4868955941254982,0.42195020026702257,0.2896412550066773
2020-02-12,Brazil,0.45558536585365866,0.4083536585365853,0.43513414634146347,0.388609756097561,0.30606097560975604
2020-02-12,India,0.44910745891276904,0.43799367888748375,0.4802048040455124,0.41393362831858377,0.30017319848293267
2020-02-12,Singapore,0.45317921146953344,0.4260734767025087,0.4672258064516135,0.41529569892473117,0.2982903225806454
2020-02-12,United States,0.45361548036664057,0.43221409980762615,0.46091433744483606,0.40561774357813873,0.30516204594319246
2020-02-13,Brazil,0.465981818181818,0.4074909090909091,0.44445454545454555,0.40147272727272737,0.3100363636363636
2020-02-13,India,0.4513574938574943,0.4396762899262897,0.4845700245700241,0.42016400491400496,0.3008574938574932
2020-02-13,Singapore,0.4640862865947611,0.4161956856702622,0.4770523882896763,0.4141664098613255,0.30077349768875217
2020-02-13,United States,0.4541737680622472,0.4359633197480579,0.4667570705199472,0.40953995306903496,0.3047720143262943
2020-02-14,Brazil,0.47127272727272723,0.4155974025974026,0.46640259740259765,0.39461038961038947,0.3137142857142857
2020-02-14,India,0.4651929238985316,0.43068825100133457,0.4749072096128173,0.4138678237650197,0.31118691588785014
2020-02-14,Singapore,0.46110271317829454,0.41857170542635697,0.46734108527131807,0.4210096899224807,0.3031279069767442
2020-02-14,United States,0.4508946250829467,0.4378468480424678,0.46879960185799724,0.41177319177173277,0.30298221632382255
2020-02-15,Brazil,0.46811235955056163,0.4129325842696629,0.4418202247191013,0.3891011235955056,0.32388764044943835
2020-02-15,India,0.4568030303030298,0.4354714795008914,0.4801229946524062,0.41500267379679123,0.30466310160427845
2020-02-15,Singapore,0.470561484918793,0.4107563805104409,0.46701392111368895,0.4082969837587009,0.31031786542923406
2020-02-15,United States,0.4546588081204954,0.43360216110019545,0.46667370661427676,0.4092401768172897,0.30591764898493823
2020-02-16,Brazil,0.456,0.4332972972972973,0.4665675675675676,0.40810810810810816,0.3185405405405406
2020-02-16,India,0.4510420168067221,0.4401319327731091,0.4792268907563035,0.41666386554621837,0.3046655462184875
2020-02-16,Philippines,0.5,0.348,0.445,0.398,0.354
2020-02-16,Singapore,0.4662014134275618,0.41630742049469976,0.46517667844522964,0.4099045936395763,0.3095123674911663
2020-02-16,United States,0.45410225711481933,0.4362577036310113,0.46087105004906664,0.4082955839057896,0.30635701668302223
2020-02-17,Australia,0.311,0.5479999999999999,0.602,0.547,0.238
2020-02-17,Brazil,0.47394642857142877,0.4035357142857143,0.4283214285714285,0.37901785714285713,0.316625
2020-02-17,Canada,0.331,0.531,0.556,0.4320000000000001,0.206
2020-02-17,India,0.47312090163934506,0.4263210382513665,0.467339480874317,0.4095362021857916,0.3196571038251365
2020-02-17,Philippines,0.471,0.446,0.412,0.413,0.315
2020-02-17,Singapore,0.46746171693735494,0.4198607888631091,0.45670997679814423,0.40963805104408385,0.3058027842227379
2020-02-17,United States,0.45711776697506473,0.4359684804767137,0.4592170299513891,0.40257378077466055,0.30887345146620687
2020-02-18,Brazil,0.44584347826086945,0.4200869565217392,0.46008695652173903,0.41561739130434794,0.3011565217391304
2020-02-18,Hong Kong,0.333,0.434,0.5329999999999999,0.51,0.163
2020-02-18,India,0.4566344663088852,0.43371854502087004,0.49137149672033364,0.42201610017889196,0.30475551580202836
2020-02-18,Singapore,0.46666874999999963,0.41634166666666644,0.4619333333333342,0.41170624999999966,0.3076312500000001
2020-02-18,United States,0.44635402639374905,0.4374663345004044,0.481903043361163,0.42023498518718166,0.2972208456773506
2020-02-19,Brazil,0.4674507042253519,0.41122535211267597,0.438225352112676,0.38500000000000006,0.3115915492957747
2020-02-19,India,0.4582939370683044,0.4314512663085184,0.48278357636224106,0.4142647735993861,0.30554105909439727
2020-02-19,Singapore,0.4898848039215686,0.4061666666666666,0.4361470588235297,0.3966568627450979,0.33152450980392156
2020-02-19,United States,0.4529493873979004,0.4332809218203046,0.4699773920653442,0.41197476662777155,0.30333386814469104
2020-02-20,Brazil,0.4393030303030303,0.4296060606060607,0.47978787878787876,0.41524242424242436,0.28590909090909095
2020-02-20,India,0.454723362658847,0.43692179863147595,0.48476637341153483,0.42329618768328486,0.29608504398827024
2020-02-20,Singapore,0.4671215469613257,0.4111795580110498,0.4718618784530384,0.41452762430939244,0.30361878453038665
2020-02-20,United States,0.4522473344103399,0.4370348949919223,0.471137641357028,0.4123048465266546,0.30088642972536245
2020-02-21,Brazil,0.450611111111111,0.4261851851851853,0.4591666666666666,0.4047037037037037,0.30129629629629623
2020-02-21,India,0.44793883792048894,0.43335881753313016,0.49970132517838933,0.43008868501529135,0.28720591233435244
2020-02-21,Singapore,0.46316861826697925,0.41757611241217774,0.4816276346604218,0.42288056206089,0.30151288056206094
2020-02-21,United States,0.4511372201642791,0.4366360122402947,0.48065308423256525,0.4165704622322446,0.29387163794491666
2020-02-22,Brazil,0.45148214285714294,0.4281071428571429,0.47358928571428566,0.4042142857142857,0.29369642857142864
2020-02-22,India,0.44365402843601937,0.4419601895734599,0.5099952606635074,0.4334938388625587,0.28150426540284373
2020-02-22,Singapore,0.4606434108527133,0.41867183462532315,0.4882790697674415,0.4258475452196378,0.3015891472868214
2020-02-22,United States,0.4489355947399873,0.4358965929468023,0.48183861326957583,0.4156174536760311,0.29383562462641805
2020-02-23,Brazil,0.4423448275862069,0.43577586206896535,0.47405172413793106,0.41324137931034466,0.2877586206896552
2020-02-23,India,0.4380400400400396,0.4446366366366367,0.5106166166166168,0.43483283283283286,0.28042842842842847
2020-02-23,Singapore,0.46378796561604535,0.4184097421203437,0.4696131805157591,0.4198796561604588,0.3002148997134674
2020-02-23,South Africa,0.522,0.387,0.452,0.354,0.344
2020-02-23,United States,0.44178798586572327,0.4429178061146108,0.48137163926870485,0.4186724535258882,0.28635888769396195
2020-02-24,Brazil,0.4472413793103448,0.43223275862068966,0.47653448275862087,0.4118189655172413,0.28503448275862053
2020-02-24,India,0.44652028639618163,0.43877008750994495,0.5029172633253782,0.4283699284009552,0.28439061256961023
2020-02-24,Singapore,0.4617131474103584,0.4184043824701197,0.4827111553784857,0.420872509960159,0.2935139442231075
2020-02-24,United States,0.44415684243240583,0.4414660727235074,0.4852442763907586,0.4201012120584268,0.286436133844401
2020-02-25,Brazil,0.4522933333333334,0.41608666666666655,0.46141333333333334,0.40510666666666667,0.29252666666666677
2020-02-25,Germany,0.402,0.493,0.469,0.446,0.219
2020-02-25,India,0.4398012422360249,0.4463655723158837,0.5057648624667256,0.43172138420585593,0.2789937888198757
2020-02-25,Italy,0.502,0.413,0.369,0.353,0.35600000000000004
2020-02-25,Singapore,0.47211385199240913,0.41094117647058814,0.4673870967741934,0.4090265654648956,0.30290891840607204
2020-02-25,United States,0.44056378870674207,0.44488699453551944,0.48331985428051166,0.4193466666666668,0.28131781420765056
2020-02-26,Brazil,0.4750749999999999,0.4069656249999999,0.44395000000000007,0.3929687499999999,0.3236250000000001
2020-02-26,India,0.4494393368500379,0.4363172569706112,0.49867068575734746,0.42508666164280273,0.28937452901281113
2020-02-26,Nigeria,0.534,0.335,0.378,0.376,0.376
2020-02-26,Singapore,0.46679439252336424,0.4163457943925232,0.4695383177570096,0.41647663551401864,0.2946056074766358
2020-02-26,United States,0.43486245099710186,0.4513088460882885,0.48375630645985945,0.423024117947845,0.27725720129538173
2020-02-27,Brazil,0.4544117647058827,0.4138758169934638,0.4510555555555557,0.40092810457516365,0.2953235294117648
2020-02-27,India,0.46099638616417166,0.4321037687145074,0.49090500774393325,0.4243557046979862,0.29951884357253455
2020-02-27,Singapore,0.460716475095785,0.4220689655172413,0.46816091954023015,0.41651915708812287,0.29198659003831406
2020-02-27,United Kingdom,0.462,0.455,0.421,0.338,0.305
2020-02-27,United States,0.4350255073368686,0.45423687168279614,0.48053968154854654,0.42278164221042647,0.279114299094598
2020-02-28,Brazil,0.4479915254237292,0.42524011299435044,0.452864406779661,0.4056497175141241,0.29123446327683605
2020-02-28,China,0.534,0.363,0.394,0.311,0.386
2020-02-28,India,0.4437578059071736,0.4427873417721519,0.4960012658227842,0.42779029535864926,0.2848219409282697
2020-02-28,Singapore,0.4664865293185419,0.4266196513470676,0.4621822503961964,0.4146782884310623,0.2983771790808242
2020-02-28,United States,0.43506176292712295,0.4550872643886696,0.4767038856970036,0.42182610119947217,0.2781398800524087
2020-02-29,Brazil,0.44758169934640535,0.42888235294117655,0.4494019607843136,0.4032254901960785,0.29276143790849674
2020-02-29,Canada,0.349,0.5660000000000001,0.562,0.542,0.206
2020-02-29,India,0.4419820010587611,0.4407517204870304,0.49217522498676525,0.4248782424563255,0.2812223398623612
2020-02-29,Singapore,0.4686026666666671,0.41726933333333327,0.4704960000000002,0.4115493333333338,0.30386666666666684
2020-02-29,United Kingdom,0.328,0.499,0.52,0.49,0.158
2020-02-29,United States,0.43889125171311316,0.45328707172224736,0.4618128140703545,0.4145381909547743,0.2831795111923219
2020-02-29,Zambia,0.449,0.447,0.583,0.541,0.313
2020-03-01,Brazil,0.45252674897119377,0.41347736625514403,0.45589711934156396,0.4061646090534979,0.29308641975308625
2020-03-01,Canada,0.57,0.34600000000000003,0.363,0.365,0.4
2020-03-01,India,0.43890314650934126,0.444607177974435,0.49626548672566256,0.43016519174041357,0.279300393313668
2020-03-01,Singapore,0.4534816901408449,0.42669295774647936,0.4805661971830987,0.42399436619718334,0.2882366197183098
2020-03-01,United States,0.43530840074672605,0.454398537647791,0.47655911636589876,0.4245243310516446,0.27955351586807653
2020-03-02,Brazil,0.4572064220183484,0.4107477064220185,0.44494954128440367,0.3996100917431192,0.30139449541284385
2020-03-02,India,0.4539580819307719,0.433268974277548,0.4939002858050184,0.42234169577643593,0.29311146395681237
2020-03-02,Singapore,0.4640251572327045,0.41908385744234866,0.4728134171907755,0.4155387840670859,0.29842348008385733
2020-03-02,Thailand,0.4270000000000001,0.484,0.417,0.404,0.27
2020-03-02,United States,0.4407127868023499,0.4482226155110275,0.4761851968902015,0.42073617344036446,0.2865202578850886
2020-03-03,Brazil,0.44681767955801094,0.4279944751381214,0.4427016574585637,0.40210497237569093,0.2895027624309393
2020-03-03,India,0.4506105626850936,0.4338739717012154,0.4891043106284981,0.42052122408686976,0.2877280355380051
2020-03-03,Singapore,0.4546638795986624,0.43209364548494933,0.4708561872909701,0.4218511705685621,0.2895083612040136
2020-03-03,Spain,0.376,0.5579999999999999,0.637,0.482,0.238
2020-03-03,United States,0.43848188405797395,0.44856533816425126,0.4760104347826128,0.42133809178744563,0.28486995169082224
2020-03-04,Brazil,0.46067701863354055,0.41297515527950285,0.4357639751552796,0.39568944099378883,0.3018633540372669
2020-03-04,India,0.45414475341536653,0.4335664179827529,0.48575215579885533,0.4177879081484358,0.2916321092917368
2020-03-04,Singapore,0.4513643659711077,0.43084109149277666,0.4750417335473516,0.422459069020867,0.28785393258426967
2020-03-04,South Africa,0.366,0.514,0.469,0.429,0.277
2020-03-04,Thailand,0.522,0.276,0.402,0.32299999999999995,0.317
2020-03-04,United States,0.4404013828000554,0.4491896006455982,0.4720926083447842,0.4207818709241226,0.2863905210582541
2020-03-05,Brazil,0.4573664596273292,0.40972049689440976,0.42842236024844726,0.39428571428571424,0.30239751552795047
2020-03-05,India,0.4507504747837113,0.4365200464232965,0.4851359991559391,0.4188622072167112,0.2901749314201332
2020-03-05,Singapore,0.4673076923076924,0.4149615384615386,0.46798076923077003,0.409861888111888,0.29913111888111865
2020-03-05,United Kingdom,0.5569999999999999,0.3405,0.35350000000000004,0.3075,0.3745
2020-03-05,United States,0.4401786984724821,0.4500179116970038,0.4710820883029868,0.42069250889307896,0.2878712282904359
2020-03-06,Brazil,0.4514012738853506,0.42282165605095556,0.4401273885350318,0.40093630573248407,0.29124203821656053
2020-03-06,India,0.4532805540467137,0.4328900054318301,0.4781351167843561,0.4162901955458992,0.2933397609994578
2020-03-06,Namibia,0.562,0.358,0.436,0.386,0.314
2020-03-06,Singapore,0.46132653061224543,0.4191664050235479,0.46755572998430117,0.41025588697017257,0.2923610675039244
2020-03-06,South Africa,0.439,0.428,0.476,0.401,0.259
2020-03-06,United Kingdom,0.482,0.402,0.405,0.461,0.256
2020-03-06,United States,0.4439410104810565,0.44637213498675266,0.46758993358159984,0.4176064997888446,0.29069405305793306
2020-03-07,Brazil,0.4461465968586386,0.42006806282722514,0.4359267015706809,0.395319371727749,0.28380628272251307
2020-03-07,India,0.45402056008507624,0.4323998582063097,0.474575682382135,0.4172986529599431,0.2947133995037216
2020-03-07,Lebanon,0.5720000000000001,0.333,0.424,0.334,0.373
2020-03-07,Singapore,0.45605847953216405,0.42257504873294394,0.4621910331384017,0.41264327485380115,0.29675243664717366
2020-03-07,United States,0.44258644623487287,0.44696590631648786,0.4672694708939376,0.4189252903630796,0.2909873914408279
2020-03-08,Brazil,0.44468156424580996,0.42489385474860303,0.43007821229050286,0.399972067039106,0.29311173184357525
2020-03-08,India,0.4556524267501674,0.4328271080295239,0.4731028852605675,0.417410199060615,0.2957673898456717
2020-03-08,Singapore,0.4593325635103923,0.4239999999999997,0.46225404157043853,0.4123695150115478,0.2963348729792147
2020-03-08,United States,0.43964460981060205,0.450951662942312,0.46800869980256726,0.42060382270626845,0.2897957824398499
2020-03-09,Brazil,0.4289041916167665,0.45055089820359273,0.4547365269461077,0.41927544910179637,0.27713173652694606
2020-03-09,Canada,0.40349999999999997,0.45899999999999996,0.429,0.4320000000000001,0.22899999999999998
2020-03-09,India,0.45046376400510596,0.4414518508013052,0.47715912636505414,0.4232683307332292,0.29184512835058746
2020-03-09,Singapore,0.4600359820089951,0.4206701649175414,0.46185307346326887,0.408839580209895,0.292503748125937
2020-03-09,United Kingdom,0.417,0.441,0.544,0.397,0.285
2020-03-09,United States,0.4340040095712381,0.4551154368492526,0.46773706589924546,0.42171145637974183,0.28067192653430534
2020-03-10,Brazil,0.43236551724137934,0.43308965517241377,0.45616206896551764,0.41486206896551747,0.2806275862068963
2020-03-10,Canada,0.4165,0.537,0.4565,0.4385,0.288
2020-03-10,India,0.46337117964320107,0.43079352786613134,0.46456257779006943,0.41528363988383465,0.3052707785921733
2020-03-10,Singapore,0.45745579078455806,0.4251170610211707,0.4657422166874223,0.41458655043586495,0.29043586550435835
2020-03-10,Taiwan,0.477,0.404,0.51,0.376,0.311
2020-03-10,United Kingdom,0.4185,0.484,0.515,0.495,0.31
2020-03-10,United States,0.4354057737542253,0.45433934889604977,0.46909941491569024,0.423522830147662,0.2828423138502872
2020-03-11,Brazil,0.4432332268370604,0.42877316293929735,0.44367731629392954,0.40688498402555934,0.2905143769968051
2020-03-11,Canada,0.491,0.366,0.481,0.391,0.34600000000000003
2020-03-11,India,0.4570132577782525,0.4351036031219932,0.4711837912969099,0.4177728001710669,0.3014569656794609
2020-03-11,Singapore,0.45764873765093295,0.4260559824368826,0.4589374313940726,0.4148474204171243,0.2931218441273323
2020-03-11,United States,0.44159455757224797,0.4499771168655519,0.4596198379038073,0.4196125321601939,0.29296424400481147
2020-03-12,Brazil,0.4501433224755707,0.41987947882736193,0.41327470141150857,0.39306297502714427,0.3089424538545059
2020-03-12,India,0.45549666149994444,0.4366777155121031,0.46821485632526366,0.41708590676046087,0.30239817574818123
2020-03-12,Netherlands,0.411,0.458,0.502,0.426,0.204
2020-03-12,Singapore,0.46317888100866844,0.4254089834515365,0.45101733648542125,0.40915918045705296,0.3036958234830582
2020-03-12,South Africa,0.44200000000000006,0.43,0.427,0.44699999999999995,0.2905
2020-03-12,United Kingdom,0.492,0.403,0.40900000000000003,0.39449999999999996,0.33649999999999997
2020-03-12,United States,0.4406056600073929,0.4518539488264575,0.452877419707873,0.4188310433985642,0.29843152768214065
2020-03-13,Brazil,0.4618719475878484,0.41836152471709337,0.40388326384752843,0.39061465157832004,0.3196098868374031
2020-03-13,Canada,0.4320000000000001,0.496,0.536,0.451,0.308
2020-03-13,India,0.45836299262225494,0.43549916583249954,0.46604007711415024,0.4152577021465874,0.30364090015942136
2020-03-13,Nigeria,0.5379999999999999,0.383,0.433,0.332,0.334
2020-03-13,Norway,0.385,0.465,0.5589999999999999,0.471,0.263
2020-03-13,Singapore,0.4648336741649628,0.42548738922972096,0.4469025221540549,0.40645126107702767,0.3018513974096796
2020-03-13,Uganda,0.392,0.47,0.353,0.424,0.265
2020-03-13,United Kingdom,0.561,0.366,0.397,0.306,0.392
2020-03-13,United States,0.44623242503667676,0.44889250119512314,0.4491151805878391,0.41758425729028265,0.3018455038491328
2020-03-14,Brazil,0.4558550724637679,0.4247294685990338,0.4099979296066247,0.3922477570738438,0.31403243616287113
2020-03-14,Canada,0.4800000000000001,0.4605,0.438,0.3955,0.345
2020-03-14,India,0.4584103616813392,0.43708731182795796,0.4635714565004908,0.4159662561094806,0.3041447116324529
2020-03-14,Nigeria,0.636,0.272,0.278,0.311,0.458
2020-03-14,Pakistan,0.44,0.415,0.54,0.409,0.24
2020-03-14,Singapore,0.46962359550561894,0.4210795880149816,0.4376872659176033,0.4009222846441952,0.3115955056179772
2020-03-14,Uganda,0.369,0.506,0.5820000000000001,0.534,0.266
2020-03-14,United Kingdom,0.45000000000000007,0.4225,0.3945,0.3785,0.257
2020-03-14,United States,0.4535441834805198,0.4421884751929812,0.44295655982446613,0.4124106833773432,0.30731234391647444
2020-03-15,Brazil,0.45595740905057697,0.4270239574090498,0.4136850044365574,0.3947781721384203,0.3122227151730264
2020-03-15,Canada,0.5103333333333333,0.38633333333333336,0.3293333333333333,0.3666666666666667,0.34
2020-03-15,India,0.4642242134607728,0.43307252533297735,0.4524413027125115,0.4095040488517175,0.30827240143368856
2020-03-15,Kenya,0.435,0.363,0.39,0.366,0.235
2020-03-15,Netherlands,0.344,0.578,0.424,0.459,0.274
2020-03-15,Nigeria,0.462,0.408,0.583,0.448,0.336
2020-03-15,Philippines,0.444,0.312,0.362,0.441,0.284
2020-03-15,Singapore,0.46645389435989165,0.4217090420769918,0.4456893464637422,0.4089534467323187,0.3032784243509402
2020-03-15,United Kingdom,0.4246666666666667,0.42733333333333334,0.49400000000000005,0.428,0.293
2020-03-15,United States,0.4566275439119528,0.43839831348904795,0.4392998728424246,0.4079490822143444,0.3087325492963813
2020-03-16,Brazil,0.4692729241877255,0.4108664259927799,0.4020375451263543,0.38473935018050537,0.320462815884477
2020-03-16,Canada,0.413,0.5429999999999999,0.522,0.503,0.28
2020-03-16,India,0.4633565192397534,0.43326795530485196,0.45522473323033724,0.41054320411022976,0.3078798189199861
2020-03-16,Italy,0.377,0.546,0.57,0.547,0.208
2020-03-16,Nigeria,0.518,0.389,0.339,0.3670000000000001,0.35100000000000003
2020-03-16,Pakistan,0.679,0.36,0.376,0.35200000000000004,0.459
2020-03-16,Singapore,0.46374654696132495,0.4228701657458563,0.44389640883977927,0.4083715469613262,0.30382803867403296
2020-03-16,United Kingdom,0.4753333333333334,0.4446666666666667,0.47066666666666673,0.4083333333333334,0.3423333333333334
2020-03-16,United States,0.4569681127993939,0.43713056048773546,0.4405201468654897,0.4098379922796038,0.30856964325932335
2020-03-17,Brazil,0.45605868544600925,0.41906885758998486,0.4066048513302036,0.3941306729264477,0.3121682316118939
2020-03-17,Canada,0.41900000000000004,0.4626666666666666,0.4613333333333333,0.41100000000000003,0.2976666666666667
2020-03-17,India,0.4639888353508053,0.43301727582559835,0.4551243389352451,0.4101073373291025,0.3091556391271985
2020-03-17,Kenya,0.445,0.4270000000000001,0.413,0.407,0.314
2020-03-17,Philippines,0.451,0.393,0.402,0.35600000000000004,0.274
2020-03-17,Singapore,0.45906138107416894,0.4302344416027283,0.4497246376811593,0.40966325660699027,0.2982267689684567
2020-03-17,United Kingdom,0.41800000000000004,0.474,0.505,0.4495,0.3185
2020-03-17,United States,0.45439555733713693,0.44023691594723385,0.43972144386541995,0.41160178821091337,0.3074611120344973
2020-03-18,Brazil,0.4565884476534295,0.41338176895306794,0.4159747292418775,0.39453519855595676,0.30580776173285196
2020-03-18,France,0.421,0.508,0.504,0.556,0.324
2020-03-18,India,0.465546823610869,0.4309944954128445,0.4549643067335965,0.40905414575039,0.307424234031508
2020-03-18,Nigeria,0.407,0.448,0.479,0.464,0.272
2020-03-18,Singapore,0.4647788844621511,0.42316002656042506,0.4471427622841972,0.4098851261620192,0.30307436918990743
2020-03-18,United Kingdom,0.531,0.276,0.376,0.31,0.332
2020-03-18,United States,0.4622064916867326,0.4320221843966264,0.4352531221787464,0.4060411525729782,0.3100506037466074
